--md5:f963657395284f8e7fb81ad81c8f75fc
Table_Quest_8 = { 
	[800000] = {id = 800000, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 32, Name = '奇妙的摄影', Type = 'guild', Branch = {}, RewardGroupID = 800000, Content = 'visit', Params = {npc=6091,dialog={85152,85153},uniqueid=6091,distance=3,symbol=1}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800011] = {id = 800011, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 34, Name = '美妙的音乐', Type = 'guild', Branch = {}, RewardGroupID = 800010, Content = 'music', Params = {time=60,focus=0,num=5,guild=1,team=1}, TraceInfo = '与4名公会成员组队去南门听歌一分钟', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800012] = {id = 800012, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 34, Name = '美妙的音乐', Type = 'guild', Branch = {}, RewardGroupID = 800010, Content = 'visit', Params = {npc=6090,dialog={85160},uniqueid=6090,distance=3}, Map = 10001, TraceInfo = '完成了，与[npcName]谈谈', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800013] = {id = 800013, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 34, Name = '美妙的音乐', Type = 'guild', Branch = {}, RewardGroupID = 800010, Content = 'reward', Params = {id=510020}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800014] = {id = 800014, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 35, Name = '动人的乐章', Type = 'guild', Branch = {}, RewardGroupID = 800014, Content = 'visit', Params = {npc=6090,dialog={85161,85162},uniqueid=6090,distance=3,symbol=1}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800015] = {id = 800015, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 35, Name = '动人的乐章', Type = 'guild', Branch = {}, RewardGroupID = 800014, Content = 'music', Params = {time=60,focus=0,num=3,guild=1,team=1}, TraceInfo = '与2名公会成员组队去南门听歌一分钟', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800016] = {id = 800016, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 35, Name = '动人的乐章', Type = 'guild', Branch = {}, RewardGroupID = 800014, Content = 'visit', Params = {npc=6090,dialog={85163},uniqueid=6090,distance=3}, Map = 10001, TraceInfo = '完成了，与[npcName]谈谈', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800017] = {id = 800017, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 35, Name = '动人的乐章', Type = 'guild', Branch = {}, RewardGroupID = 800014, Content = 'reward', Params = {id=510010}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800018] = {id = 800018, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 36, Name = '音乐的洗礼', Type = 'guild', Branch = {}, RewardGroupID = 800018, Content = 'visit', Params = {npc=6089,dialog={85164,85165},uniqueid=6089,distance=3,symbol=1}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800019] = {id = 800019, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 36, Name = '音乐的洗礼', Type = 'guild', Branch = {}, RewardGroupID = 800018, Content = 'music', Params = {time=60,focus=0,num=2,guild=1,team=1}, TraceInfo = '与任意1名公会成员组队去南门听歌一分钟', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800020] = {id = 800020, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 36, Name = '音乐的洗礼', Type = 'guild', Branch = {}, RewardGroupID = 800018, Content = 'visit', Params = {npc=6089,dialog={85166},uniqueid=6089,distance=3}, Map = 10001, TraceInfo = '完成了，与[npcName]谈谈', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800021] = {id = 800021, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 36, Name = '音乐的洗礼', Type = 'guild', Branch = {}, RewardGroupID = 800018, Content = 'reward', Params = {id=510000}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800022] = {id = 800022, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 37, Name = '恶作剧魔棒', Type = 'guild', Branch = {}, RewardGroupID = 800022, Content = 'visit', Params = {npc=6087,dialog={85167,85168},uniqueid=6087,distance=3,symbol=1}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800023] = {id = 800023, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 37, Name = '恶作剧魔棒', Type = 'guild', Branch = {}, RewardGroupID = 800022, Content = 'item_use', Params = {focus=0,guild=1,num=1,id=500400}, TraceInfo = '对任意1名公会成员使用恶作剧魔棒-波利', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800024] = {id = 800024, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 37, Name = '恶作剧魔棒', Type = 'guild', Branch = {}, RewardGroupID = 800022, Content = 'visit', Params = {npc=6087,dialog={85169},uniqueid=6087,distance=3}, Map = 10001, TraceInfo = '完成了，与[npcName]谈谈', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800025] = {id = 800025, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 37, Name = '恶作剧魔棒', Type = 'guild', Branch = {}, RewardGroupID = 800022, Content = 'reward', Params = {id=510000}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800026] = {id = 800026, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 38, Name = '恶作剧的魅力', Type = 'guild', Branch = {}, RewardGroupID = 800026, Content = 'visit', Params = {npc=6088,dialog={85170,85171},uniqueid=6088,distance=3,symbol=1}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800027] = {id = 800027, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 38, Name = '恶作剧的魅力', Type = 'guild', Branch = {}, RewardGroupID = 800026, Content = 'item_use', Params = {focus=0,guild=1,num=3,id=500400}, TraceInfo = '对[num]/3名公会成员使用恶作剧魔棒-波利', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800028] = {id = 800028, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 38, Name = '恶作剧的魅力', Type = 'guild', Branch = {}, RewardGroupID = 800026, Content = 'visit', Params = {npc=6088,dialog={85172},uniqueid=6088,distance=3}, Map = 10001, TraceInfo = '完成了，与[npcName]谈谈', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800029] = {id = 800029, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 38, Name = '恶作剧的魅力', Type = 'guild', Branch = {}, RewardGroupID = 800026, Content = 'reward', Params = {id=510010}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800030] = {id = 800030, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 39, Name = '善意的捉弄', Type = 'guild', Branch = {}, RewardGroupID = 800030, Content = 'visit', Params = {npc=6088,dialog={85173,85174},uniqueid=6088,distance=3,symbol=1}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800031] = {id = 800031, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 39, Name = '善意的捉弄', Type = 'guild', Branch = {}, RewardGroupID = 800030, Content = 'item_use', Params = {focus=0,guild=1,num=5,id=500400}, TraceInfo = '对[num]/5名公会成员使用恶作剧魔棒-波利', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800032] = {id = 800032, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 39, Name = '善意的捉弄', Type = 'guild', Branch = {}, RewardGroupID = 800030, Content = 'visit', Params = {npc=6088,dialog={85175},uniqueid=6088,distance=3}, Map = 10001, TraceInfo = '完成了，与[npcName]谈谈', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800033] = {id = 800033, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 39, Name = '善意的捉弄', Type = 'guild', Branch = {}, RewardGroupID = 800030, Content = 'reward', Params = {id=510020}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800034] = {id = 800034, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 40, Name = '我中意你', Type = 'guild', Branch = {}, RewardGroupID = 800034, Content = 'visit', Params = {npc=6085,dialog={85176,85177},uniqueid=6085,distance=3,symbol=1}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800035] = {id = 800035, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 40, Name = '我中意你', Type = 'guild', Branch = {}, RewardGroupID = 800034, Content = 'item_use', Params = {focus=0,guild=1,num=1,id=500000}, TraceInfo = '对任意1名公会成员使用物品我中意你', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800036] = {id = 800036, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 40, Name = '我中意你', Type = 'guild', Branch = {}, RewardGroupID = 800034, Content = 'visit', Params = {npc=6085,dialog={85178},uniqueid=6085,distance=3}, Map = 10001, TraceInfo = '完成了，与[npcName]谈谈', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800037] = {id = 800037, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 40, Name = '我中意你', Type = 'guild', Branch = {}, RewardGroupID = 800034, Content = 'reward', Params = {id=510000}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800038] = {id = 800038, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 41, Name = '亲密的友谊', Type = 'guild', Branch = {}, RewardGroupID = 800038, Content = 'visit', Params = {npc=6086,dialog={85179,85180},uniqueid=6086,distance=3,symbol=1}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800039] = {id = 800039, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 41, Name = '亲密的友谊', Type = 'guild', Branch = {}, RewardGroupID = 800038, Content = 'item_use', Params = {focus=0,guild=1,num=3,id=500000}, TraceInfo = '对[num]/3名公会成员使用物品我中意你', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800040] = {id = 800040, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 41, Name = '亲密的友谊', Type = 'guild', Branch = {}, RewardGroupID = 800038, Content = 'visit', Params = {npc=6086,dialog={85181},uniqueid=6086,distance=3}, Map = 10001, TraceInfo = '完成了，与[npcName]谈谈', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800041] = {id = 800041, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 41, Name = '亲密的友谊', Type = 'guild', Branch = {}, RewardGroupID = 800038, Content = 'reward', Params = {id=510010}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800042] = {id = 800042, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 42, Name = '不羁的青春', Type = 'guild', Branch = {}, RewardGroupID = 800042, Content = 'visit', Params = {npc=6086,dialog={85182,85183},uniqueid=6086,distance=3,symbol=1}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800043] = {id = 800043, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 42, Name = '不羁的青春', Type = 'guild', Branch = {}, RewardGroupID = 800042, Content = 'item_use', Params = {focus=0,guild=1,num=5,id=500000}, TraceInfo = '对[num]/5名公会成员使用物品我中意你', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800044] = {id = 800044, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 42, Name = '不羁的青春', Type = 'guild', Branch = {}, RewardGroupID = 800042, Content = 'visit', Params = {npc=6086,dialog={85184},uniqueid=6086,distance=3}, Map = 10001, TraceInfo = '完成了，与[npcName]谈谈', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800045] = {id = 800045, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 42, Name = '不羁的青春', Type = 'guild', Branch = {}, RewardGroupID = 800042, Content = 'reward', Params = {id=510020}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800046] = {id = 800046, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 43, Name = '变傻光线枪', Type = 'guild', Branch = {}, RewardGroupID = 800046, Content = 'visit', Params = {npc=6083,dialog={85185,85186},uniqueid=6083,distance=3,symbol=1}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800047] = {id = 800047, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 43, Name = '变傻光线枪', Type = 'guild', Branch = {}, RewardGroupID = 800046, Content = 'item_use', Params = {focus=0,guild=1,num=1,id=500501}, TraceInfo = '对任意1名公会成员使用变傻光线枪', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800048] = {id = 800048, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 43, Name = '变傻光线枪', Type = 'guild', Branch = {}, RewardGroupID = 800046, Content = 'visit', Params = {npc=6083,dialog={85187},uniqueid=6083,distance=3}, Map = 10001, TraceInfo = '完成了，与[npcName]谈谈', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800049] = {id = 800049, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 43, Name = '变傻光线枪', Type = 'guild', Branch = {}, RewardGroupID = 800046, Content = 'reward', Params = {id=510000}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800050] = {id = 800050, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 44, Name = '诚挚的热爱', Type = 'guild', Branch = {}, RewardGroupID = 800050, Content = 'visit', Params = {npc=6084,dialog={85188,85189},uniqueid=6084,distance=3,symbol=1}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800051] = {id = 800051, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 44, Name = '诚挚的热爱', Type = 'guild', Branch = {}, RewardGroupID = 800050, Content = 'item_use', Params = {focus=0,guild=1,num=3,id=500501}, TraceInfo = '对[num]/3名公会成员使用变傻光线枪', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800052] = {id = 800052, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 44, Name = '诚挚的热爱', Type = 'guild', Branch = {}, RewardGroupID = 800050, Content = 'visit', Params = {npc=6084,dialog={85190},uniqueid=6084,distance=3}, Map = 10001, TraceInfo = '完成了，与[npcName]谈谈', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
