--md5:b8832b7de6808d840287728463a3ba57
Table_Quest_61 = { 
	[6100001] = {id = 6100001, QuestID = 31165, Class = {}, QuestName = '刺杀之王', GroupID = 1, Name = '无名者', Type = 'story', Branch = {}, RewardGroupID = 6100001, Content = 'check_group', Params = {id=311130001,finish=1,start=1}, SubGroup = 100, FinishJump = 102, FailJump = 101, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, Level = 50, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[6100016] = {id = 6100016, QuestID = 31165, Class = {}, QuestName = '刺杀之王', GroupID = 3, Name = '无名者', Type = 'story', Branch = {}, RewardGroupID = 6100001, Content = 'item', Params = {item={{id=12357,num=1}},npc=1267,uniqueid=18,distance=5}, SubGroup = 1, Map = 13, TraceInfo = '买[num]个幸运料理B', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {311650002}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[6100017] = {id = 6100017, QuestID = 31165, Class = {}, QuestName = '刺杀之王', GroupID = 3, Name = '无名者', Type = 'story', Branch = {}, RewardGroupID = 6100001, Content = 'visit', Params = {npc=1587,dialog={120200},uniqueid=1587,distance=5}, SubGroup = 1, Map = 16, TraceInfo = '把幸运料理B交给吟游诗人', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[6100018] = {id = 6100018, QuestID = 31165, Class = {}, QuestName = '刺杀之王', GroupID = 3, Name = '无名者', Type = 'story', Branch = {}, RewardGroupID = 6100001, Content = 'check_item', Params = {item={{id=12357,num=1}}}, SubGroup = 1, FailJump = 3, Map = 16, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[6100019] = {id = 6100019, QuestID = 31165, Class = {}, QuestName = '刺杀之王', GroupID = 3, Name = '无名者', Type = 'story', Branch = {}, RewardGroupID = 6100001, Content = 'remove_item', Params = {item={{id=12357,num=1}}}, SubGroup = 1, FinishJump = 2, FailJump = 3, Map = 16, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[6100020] = {id = 6100020, QuestID = 31165, Class = {}, QuestName = '刺杀之王', GroupID = 3, Name = '无名者', Type = 'story', Branch = {}, RewardGroupID = 6100001, Content = 'dialog', Params = {dialog={120201}}, SubGroup = 2, FinishJump = 4, Map = 16, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[6100021] = {id = 6100021, QuestID = 31165, Class = {}, QuestName = '刺杀之王', GroupID = 3, Name = '无名者', Type = 'story', Branch = {}, RewardGroupID = 6100001, Content = 'dialog', Params = {dialog={120203}}, SubGroup = 3, FinishJump = 1, Map = 16, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[6100022] = {id = 6100022, QuestID = 31165, Class = {}, QuestName = '刺杀之王', GroupID = 3, Name = '无名者', Type = 'story', Branch = {}, RewardGroupID = 6100001, Content = 'reward', Params = {id=95060}, SubGroup = 4, Map = 16, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[6100023] = {id = 6100023, QuestID = 31165, Class = {}, QuestName = '刺杀之王', GroupID = 4, Name = '无名者', Type = 'story', Branch = {}, RewardGroupID = 6100001, Content = 'empty', Params = {}, Map = 16, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {311650003,311130001}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[6100024] = {id = 6100024, QuestID = 31166, Class = {}, QuestName = '神工匠', GroupID = 1, Name = '哈沃德', Type = 'story', Branch = {}, RewardGroupID = 6100024, Content = 'check_group', Params = {id=311130011,finish=1,start=1}, SubGroup = 100, FinishJump = 102, FailJump = 101, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, Level = 50, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[6100025] = {id = 6100025, QuestID = 31166, Class = {}, QuestName = '神工匠', GroupID = 1, Name = '哈沃德', Type = 'story', Branch = {}, RewardGroupID = 6100024, Content = 'check_group', Params = {id=311130011,start=1,finish=0}, SubGroup = 101, FinishJump = 102, FailJump = 1, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[6100026] = {id = 6100026, QuestID = 31166, Class = {}, QuestName = '神工匠', GroupID = 1, Name = '哈沃德', Type = 'story', Branch = {}, RewardGroupID = 6100024, Content = 'GM', Params = {type="finishGroup",id=31166,groupid=2}, SubGroup = 102, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[6100027] = {id = 6100027, QuestID = 31166, Class = {}, QuestName = '神工匠', GroupID = 1, Name = '哈沃德', Type = 'story', Branch = {}, RewardGroupID = 6100024, Content = 'GM', Params = {type="finishGroup",id=31166,groupid=3}, SubGroup = 102, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[6100028] = {id = 6100028, QuestID = 31166, Class = {}, QuestName = '诗人的故事集', GroupID = 1, Name = '哈沃德', Type = 'story', Branch = {}, RewardGroupID = 6100024, Content = 'visit', Params = {npc=1587,dialog={120204,120205,120206,120207,120208,120209,120210,120211,120212,120213,120214},uniqueid=1587,distance=5,symbol=1}, SubGroup = 1, Map = 16, TraceInfo = '', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[6100029] = {id = 6100029, QuestID = 31166, Class = {}, QuestName = '神工匠', GroupID = 1, Name = '哈沃德', Type = 'story', Branch = {}, RewardGroupID = 6100024, Content = 'GM', Params = {type="finishGroup",id=31113,groupid=11}, SubGroup = 1, FinishJump = 2, Map = 16, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[6100030] = {id = 6100030, QuestID = 31166, Class = {}, QuestName = '神工匠', GroupID = 1, Name = '哈沃德', Type = 'story', Branch = {}, RewardGroupID = 6100024, Content = 'item', Params = {item={{id=52104,num=30}},monster=10042,uniqueid=4}, SubGroup = 2, Map = 15, TraceInfo = '收集[num]个雪勒结晶', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[6100031] = {id = 6100031, QuestID = 31166, Class = {}, QuestName = '神工匠', GroupID = 1, Name = '哈沃德', Type = 'story', Branch = {}, RewardGroupID = 6100024, Content = 'visit', Params = {npc=1587,dialog={120215},uniqueid=1587,distance=5}, SubGroup = 2, Map = 16, TraceInfo = '找到吟游诗人', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[6100032] = {id = 6100032, QuestID = 31166, Class = {}, QuestName = '神工匠', GroupID = 1, Name = '哈沃德', Type = 'story', Branch = {}, RewardGroupID = 6100024, Content = 'check_item', Params = {item={{id=52104,num=30}}}, SubGroup = 2, FailJump = 3, Map = 16, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[6100033] = {id = 6100033, QuestID = 31166, Class = {}, QuestName = '神工匠', GroupID = 1, Name = '哈沃德', Type = 'story', Branch = {}, RewardGroupID = 6100024, Content = 'remove_item', Params = {item={{id=52104,num=30}}}, SubGroup = 2, FinishJump = 4, FailJump = 3, Map = 16, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[6100034] = {id = 6100034, QuestID = 31166, Class = {}, QuestName = '神工匠', GroupID = 1, Name = '哈沃德', Type = 'story', Branch = {}, RewardGroupID = 6100024, Content = 'dialog', Params = {dialog={120239}}, SubGroup = 3, FinishJump = 2, Map = 16, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[6100035] = {id = 6100035, QuestID = 31166, Class = {}, QuestName = '神工匠', GroupID = 1, Name = '哈沃德', Type = 'story', Branch = {}, RewardGroupID = 6100024, Content = 'empty', Params = {}, SubGroup = 4, Map = 16, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[6100036] = {id = 6100036, QuestID = 31166, Class = {}, QuestName = '神工匠', GroupID = 2, Name = '哈沃德', Type = 'story', Branch = {}, RewardGroupID = 6100024, Content = 'visit', Params = {npc=1587,dialog={120216,120217,120218,120219,120220,120221,120222,120223,120224,120225,120226,120227,120228},uniqueid=1587,distance=5}, SubGroup = 1, Map = 16, TraceInfo = '找到吟游诗人', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {311660001}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[6100037] = {id = 6100037, QuestID = 31166, Class = {}, QuestName = '神工匠', GroupID = 2, Name = '哈沃德', Type = 'story', Branch = {}, RewardGroupID = 6100024, Content = 'kill', Params = {monster=10101,num=300,pos={-172.63,-8.18,-81.97}}, SubGroup = 1, Map = 16, TraceInfo = '击败[num]只巨石怪', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[6100038] = {id = 6100038, QuestID = 31166, Class = {}, QuestName = '神工匠', GroupID = 2, Name = '哈沃德', Type = 'story', Branch = {}, RewardGroupID = 6100024, Content = 'visit', Params = {npc=1587,dialog={120229,120230,120231,120232,120233,120234,1202235,120236},uniqueid=1587,distance=5}, SubGroup = 1, Map = 16, TraceInfo = '找到吟游诗人', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[6100039] = {id = 6100039, QuestID = 31166, Class = {}, QuestName = '神工匠', GroupID = 3, Name = '哈沃德', Type = 'story', Branch = {}, RewardGroupID = 6100024, Content = 'item', Params = {item={{id=12359,num=1}},npc=1267,uniqueid=18,distance=5}, SubGroup = 1, Map = 13, TraceInfo = '买[num]个智力料理B', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {311660002}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[6100040] = {id = 6100040, QuestID = 31166, Class = {}, QuestName = '神工匠', GroupID = 3, Name = '哈沃德', Type = 'story', Branch = {}, RewardGroupID = 6100024, Content = 'visit', Params = {npc=1587,dialog={120237},uniqueid=1587,distance=5}, SubGroup = 1, Map = 16, TraceInfo = '把智力料理B交给吟游诗人', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[6100041] = {id = 6100041, QuestID = 31166, Class = {}, QuestName = '神工匠', GroupID = 3, Name = '哈沃德', Type = 'story', Branch = {}, RewardGroupID = 6100024, Content = 'check_item', Params = {item={{id=12359,num=1}}}, SubGroup = 1, FailJump = 3, Map = 16, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[6100042] = {id = 6100042, QuestID = 31166, Class = {}, QuestName = '神工匠', GroupID = 3, Name = '哈沃德', Type = 'story', Branch = {}, RewardGroupID = 6100024, Content = 'remove_item', Params = {item={{id=12359,num=1}}}, SubGroup = 1, FinishJump = 2, FailJump = 3, Map = 16, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[6100043] = {id = 6100043, QuestID = 31166, Class = {}, QuestName = '神工匠', GroupID = 3, Name = '哈沃德', Type = 'story', Branch = {}, RewardGroupID = 6100024, Content = 'dialog', Params = {dialog={120238}}, SubGroup = 2, FinishJump = 4, Map = 16, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[6100044] = {id = 6100044, QuestID = 31166, Class = {}, QuestName = '神工匠', GroupID = 3, Name = '哈沃德', Type = 'story', Branch = {}, RewardGroupID = 6100024, Content = 'dialog', Params = {dialog={120240}}, SubGroup = 3, FinishJump = 1, Map = 16, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[6100045] = {id = 6100045, QuestID = 31166, Class = {}, QuestName = '神工匠', GroupID = 3, Name = '哈沃德', Type = 'story', Branch = {}, RewardGroupID = 6100024, Content = 'reward', Params = {id=95070}, SubGroup = 4, Map = 16, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[6100046] = {id = 6100046, QuestID = 31166, Class = {}, QuestName = '神工匠', GroupID = 4, Name = '哈沃德', Type = 'story', Branch = {}, RewardGroupID = 6100024, Content = 'empty', Params = {}, Map = 16, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {311660003,311130011}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[6100047] = {id = 6100047, QuestID = 31167, Class = {}, QuestName = '洛斯·拉比尔', GroupID = 1, Name = '洛斯·拉比尔', Type = 'story', Branch = {}, RewardGroupID = 6100047, Content = 'check_group', Params = {id=311140021,finish=1,start=1}, SubGroup = 100, FinishJump = 102, FailJump = 101, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, Level = 55, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[6100048] = {id = 6100048, QuestID = 31167, Class = {}, QuestName = '洛斯·拉比尔', GroupID = 1, Name = '洛斯·拉比尔', Type = 'story', Branch = {}, RewardGroupID = 6100047, Content = 'check_group', Params = {id=311140021,start=1,finish=0}, SubGroup = 101, FinishJump = 102, FailJump = 1, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[6100049] = {id = 6100049, QuestID = 31167, Class = {}, QuestName = '洛斯·拉比尔', GroupID = 1, Name = '洛斯·拉比尔', Type = 'story', Branch = {}, RewardGroupID = 6100047, Content = 'GM', Params = {type="finishGroup",id=31167,groupid=2}, SubGroup = 102, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[6100050] = {id = 6100050, QuestID = 31167, Class = {}, QuestName = '洛斯·拉比尔', GroupID = 1, Name = '洛斯·拉比尔', Type = 'story', Branch = {}, RewardGroupID = 6100047, Content = 'GM', Params = {type="finishGroup",id=31167,groupid=3}, SubGroup = 102, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[6100051] = {id = 6100051, QuestID = 31167, Class = {}, QuestName = '洛斯·拉比尔', GroupID = 1, Name = '洛斯·拉比尔', Type = 'story', Branch = {}, RewardGroupID = 6100047, Content = 'visit', Params = {npc=1588,dialog={9240,9241,9242,9243,9244,9245,9246,9247,9248,9249,9250},uniqueid=1588,distance=5,symbol=1}, SubGroup = 1, Map = 16, TraceInfo = '', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
