--md5:c752a836e256aa23cfaae8c498d114f5
Table_Quest_7 = { 
	[700000] = {id = 700000, QuestID = 9999999, Class = {}, QuestName = '1', GroupID = 1, Name = '1', Type = 'main', Branch = {}, RewardGroupID = 700000, Content = 'visit', Params = {npc=1105,dialog={561}}, TraceInfo = '测试测试测试', Bpoint = {}, Level = 99999999, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[700011] = {id = 700011, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 1, Name = '骑士的起源', Type = 'branch', Branch = {}, RewardGroupID = 700002, Content = 'GM', Params = {type="effect",effect="Skill/Task_magic2",effectpos=0,sync=1,npcid=4532,posbind=1,times=0,opt="add"}, SubGroup = 4, Map = 27, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
	[700012] = {id = 700012, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 1, Name = '骑士的起源', Type = 'branch', Branch = {}, RewardGroupID = 700002, Content = 'wait', Params = {time=2}, SubGroup = 4, Map = 27, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
	[700013] = {id = 700013, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 1, Name = '骑士的起源', Type = 'branch', Branch = {}, RewardGroupID = 700002, Content = 'GM', Params = {type="effect",effect="Skill/Task_magic2",effectpos=0,sync=1,npcid=4532,posbind=1,times=0,opt="delete"}, SubGroup = 4, Map = 27, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
	[700014] = {id = 700014, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 1, Name = '骑士的起源', Type = 'branch', Branch = {}, RewardGroupID = 700002, Content = 'dialog', Params = {dialog={84748}}, SubGroup = 4, FinishJump = 9, FailJump = 9, Map = 27, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
	[700015] = {id = 700015, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 1, Name = '骑士的起源', Type = 'branch', Branch = {}, RewardGroupID = 700002, Content = 'visit', Params = {npc=4534,dialog={84749},distance=3}, SubGroup = 9, TraceInfo = '[c][ffff00]（请探索）[-][/c]在古城寻找并唤醒沉睡的剑灵', WhetherTrace = 0, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
	[700016] = {id = 700016, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 1, Name = '骑士的起源', Type = 'branch', Branch = {}, RewardGroupID = 700002, Content = 'empty', Params = {}, SubGroup = 8, FinishJump = 9, FailJump = 9, Map = 27, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
	[700017] = {id = 700017, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 1, Name = '骑士的起源', Type = 'branch', Branch = {}, RewardGroupID = 700002, Content = 'GM', Params = {type="shakescreen",amplitude=10,msec=5000,shaketype=1,sync=1}, SubGroup = 7, Map = 27, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
	[700018] = {id = 700018, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 1, Name = '骑士的起源', Type = 'branch', Branch = {}, RewardGroupID = 700002, Content = 'dialog', Params = {dialog={84750}}, SubGroup = 7, FinishJump = 10, FailJump = 10, Map = 27, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
	[700019] = {id = 700019, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 1, Name = '骑士的起源', Type = 'branch', Branch = {}, RewardGroupID = 700002, Content = 'visit', Params = {npc=4534,dialog={84751,84752,84753,84754,84755},uniqueid=4534,distance=3}, SubGroup = 10, Map = 27, TraceInfo = '尝试与苏醒的剑灵交谈', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
	[700020] = {id = 700020, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 1, Name = '骑士的起源', Type = 'branch', Branch = {}, RewardGroupID = 700002, Content = 'dialog', Params = {dialog={84756}}, SubGroup = 12, FinishJump = 10, FailJump = 10, Map = 27, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
	[700021] = {id = 700021, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 1, Name = '骑士的起源', Type = 'branch', Branch = {}, RewardGroupID = 700002, Content = 'dialog', Params = {dialog={84757,84758}}, SubGroup = 11, FinishJump = 13, FailJump = 13, Map = 27, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
	[700022] = {id = 700022, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 1, Name = '骑士的起源', Type = 'branch', Branch = {}, RewardGroupID = 700002, Content = 'visit', Params = {npc=4534,dialog={84759},uniqueid=4534,distance=3}, SubGroup = 13, Map = 27, TraceInfo = '（推荐交易所）收集[c][ffff00]5个玛丝黛拉果实[-][/c]交给剑灵', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
	[700023] = {id = 700023, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 1, Name = '骑士的起源', Type = 'branch', Branch = {}, RewardGroupID = 700002, Content = 'dialog', Params = {dialog={84760}}, SubGroup = 14, FinishJump = 13, FailJump = 13, Map = 27, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
	[700024] = {id = 700024, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 1, Name = '骑士的起源', Type = 'branch', Branch = {}, RewardGroupID = 700002, Content = 'check_item', Params = {item={{id=12308,num=5}}}, SubGroup = 15, FailJump = 17, Map = 27, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
	[700025] = {id = 700025, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 1, Name = '骑士的起源', Type = 'branch', Branch = {}, RewardGroupID = 700002, Content = 'remove_item', Params = {item={{id=12308,num=5}}}, SubGroup = 15, FinishJump = 16, FailJump = 17, Map = 27, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
	[700026] = {id = 700026, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 1, Name = '骑士的起源', Type = 'branch', Branch = {}, RewardGroupID = 700002, Content = 'dialog', Params = {dialog={84761}}, SubGroup = 17, FinishJump = 13, FailJump = 13, Map = 27, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
	[700027] = {id = 700027, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 1, Name = '骑士的起源', Type = 'branch', Branch = {}, RewardGroupID = 700002, Content = 'dialog', Params = {dialog={84762}}, SubGroup = 16, Map = 27, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
	[700028] = {id = 700028, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 1, Name = '骑士的起源', Type = 'branch', Branch = {}, RewardGroupID = 700002, Content = 'reward', Params = {id=92400}, SubGroup = 16, Map = 27, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
	[700029] = {id = 700029, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 2, Name = '骑士之魂·光', Type = 'branch', Branch = {}, RewardGroupID = 700029, Content = 'visit', Params = {npc=4534,dialog={84763,84764,84765,84766,84767,84768,84769,84770},uniqueid=4534,distance=3}, Map = 27, TraceInfo = '接收剑灵的启示', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {700020001}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
	[700030] = {id = 700030, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 2, Name = '骑士之魂·光', Type = 'branch', Branch = {}, RewardGroupID = 700029, Content = 'gather', Params = {monster=10084,reward=83011,num=1,pos={-23.23,0.16,-39.55}}, Map = 27, TraceInfo = '寻找并击败深渊骑士，取得[c][ffff00]誓约之刃[-][/c]', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
	[700031] = {id = 700031, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 2, Name = '骑士之魂·光', Type = 'branch', Branch = {}, RewardGroupID = 700029, Content = 'visit', Params = {npc=4534,dialog={84831},uniqueid=4534,distance=3}, Map = 27, TraceInfo = '带着[c][ffff00]誓约之刃[-][/c]找到剑灵', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
	[700032] = {id = 700032, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 2, Name = '骑士之魂·光', Type = 'branch', Branch = {}, RewardGroupID = 700029, Content = 'reward', Params = {id=92401}, Map = 27, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
	[700033] = {id = 700033, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 3, Name = '骑士之魂·暗', Type = 'branch', Branch = {}, RewardGroupID = 700033, Content = 'visit', Params = {npc=4534,dialog={84771,84772,84773,84774,84775,84776,84777,84778,84779},uniqueid=4534,distance=3}, SubGroup = 1, FinishJump = 4, FailJump = 4, Map = 27, TraceInfo = '接着接收剑灵的启示', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {700020002}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
	[700034] = {id = 700034, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 3, Name = '骑士之魂·暗', Type = 'branch', Branch = {}, RewardGroupID = 700033, Content = 'visit', Params = {npc=4534,dialog={84832},uniqueid=4534,distance=3}, SubGroup = 4, Map = 27, TraceInfo = '（推荐迷幻之王）收集[c][ffff00]5个玫瑰石英[-][/c]带给剑灵', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
	[700035] = {id = 700035, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 3, Name = '骑士之魂·暗', Type = 'branch', Branch = {}, RewardGroupID = 700033, Content = 'empty', Params = {}, SubGroup = 3, FinishJump = 4, FailJump = 4, Map = 27, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
	[700036] = {id = 700036, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 3, Name = '骑士之魂·暗', Type = 'branch', Branch = {}, RewardGroupID = 700033, Content = 'check_item', Params = {item={{id=52319,num=5}}}, SubGroup = 2, FailJump = 6, Map = 27, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
	[700037] = {id = 700037, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 3, Name = '骑士之魂·暗', Type = 'branch', Branch = {}, RewardGroupID = 700033, Content = 'remove_item', Params = {item={{id=52319,num=5}}}, SubGroup = 2, FinishJump = 5, FailJump = 6, Map = 27, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
	[700038] = {id = 700038, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 3, Name = '骑士之魂·暗', Type = 'branch', Branch = {}, RewardGroupID = 700033, Content = 'dialog', Params = {dialog={84833}}, SubGroup = 6, FinishJump = 4, FailJump = 4, Map = 27, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
	[700039] = {id = 700039, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 3, Name = '骑士之魂·暗', Type = 'branch', Branch = {}, RewardGroupID = 700033, Content = 'dialog', Params = {dialog={84834}}, SubGroup = 5, Map = 27, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
	[700040] = {id = 700040, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 3, Name = '骑士之魂·暗', Type = 'branch', Branch = {}, RewardGroupID = 700033, Content = 'move', Params = {pos={-22.79,0.05,-13.84},distance=2}, SubGroup = 5, Map = 27, TraceInfo = '在古城中央，唤醒杜兰达尔的[c][ffff00]守护之盾[-][/c]', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
	[700041] = {id = 700041, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 3, Name = '骑士之魂·暗', Type = 'branch', Branch = {}, RewardGroupID = 700033, Content = 'dialog', Params = {dialog={84780}}, SubGroup = 5, Map = 27, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
	[700042] = {id = 700042, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 3, Name = '骑士之魂·暗', Type = 'branch', Branch = {}, RewardGroupID = 700033, Content = 'summon', Params = {id=6058,num=1,pos={-22.86,0.05,-11.51},dir=178.328,ai=2}, SubGroup = 5, Map = 27, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
	[700043] = {id = 700043, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 3, Name = '骑士之魂·暗', Type = 'branch', Branch = {}, RewardGroupID = 700033, Content = 'use', Params = {itemIcon="item_42504",name="守护之盾",button="拾取",pos={-22.79,0.05,-13.84},distance=3}, SubGroup = 5, Map = 27, TraceInfo = '取得苏醒的[c][ffff00]守护之盾[-][/c]', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
	[700044] = {id = 700044, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 3, Name = '骑士之魂·暗', Type = 'branch', Branch = {}, RewardGroupID = 700033, Content = 'GM', Params = {type="sound_effect",se="Common/Magic_cast"}, SubGroup = 5, Map = 27, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
	[700045] = {id = 700045, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 3, Name = '骑士之魂·暗', Type = 'branch', Branch = {}, RewardGroupID = 700033, Content = 'GM', Params = {type="effect",effect="Skill/Earth_cast",effectpos=0,sync=1,npcid=6058,posbind=1,times=0,opt="add"}, SubGroup = 5, Map = 27, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
	[700046] = {id = 700046, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 3, Name = '骑士之魂·暗', Type = 'branch', Branch = {}, RewardGroupID = 700033, Content = 'wait', Params = {time=2}, SubGroup = 5, Map = 27, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
	[700047] = {id = 700047, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 3, Name = '骑士之魂·暗', Type = 'branch', Branch = {}, RewardGroupID = 700033, Content = 'GM', Params = {type="effect",effect="Skill/Earth_cast",effectpos=0,sync=1,npcid=6058,posbind=1,times=0,opt="delete"}, SubGroup = 5, Map = 27, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
	[700048] = {id = 700048, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 3, Name = '骑士之魂·暗', Type = 'branch', Branch = {}, RewardGroupID = 700033, Content = 'clearnpc', Params = {id=6058}, SubGroup = 5, Map = 27, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
	[700049] = {id = 700049, QuestID = 70002, Class = {}, QuestName = '骑士的起源', GroupID = 3, Name = '骑士之魂·暗', Type = 'branch', Branch = {}, RewardGroupID = 700033, Content = 'dialog', Params = {dialog={84782}}, SubGroup = 5, Map = 27, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '1.0', recycle = {}},
